497846.400000	 5420021.230000	 335.680000
497845.030000	 5420022.610000	 335.730000
497845.830000	 5420019.700000	 334.230000
497849.150000	 5420019.010000	 335.690000
497849.360000	 5420024.980000	 336.940000
497849.360000	 5420025.340000	 336.940000
497846.580000	 5420026.170000	 336.940000
497847.330000	 5420020.460000	 335.730000
497848.880000	 5420024.890000	 337.140000
497846.570000	 5420025.820000	 336.960000
497844.560000	 5420022.040000	 335.690000
497848.870000	 5420024.510000	 337.030000
497847.820000	 5420020.340000	 335.700000
497848.720000	 5420020.560000	 335.680000
497848.730000	 5420020.920000	 335.690000
497845.000000	 5420021.520000	 335.670000
497849.180000	 5420020.060000	 335.650000
497845.010000	 5420021.890000	 335.680000
497849.350000	 5420024.620000	 336.930000
497845.940000	 5420021.420000	 335.670000
497845.800000	 5420019.900000	 333.490000
497845.950000	 5420021.780000	 335.690000
497847.380000	 5420020.320000	 336.760000
497848.710000	 5420020.200000	 335.680000
497849.200000	 5420020.480000	 335.910000
497836.540000	 5420016.550000	 335.700000
497833.780000	 5420012.510000	 336.960000
497836.080000	 5420016.690000	 335.670000
497833.590000	 5420008.590000	 334.930000
497837.580000	 5420005.470000	 333.930000
497833.760000	 5420012.730000	 336.440000
497836.080000	 5420016.350000	 335.670000
497833.700000	 5420010.950000	 336.160000
497833.600000	 5420009.600000	 334.820000
497833.750000	 5420012.100000	 336.700000
497841.690000	 5420003.590000	 334.050000
497833.750000	 5420011.750000	 336.660000
497833.550000	 5420008.150000	 334.500000
497835.090000	 5420015.860000	 335.630000
497837.400000	 5420016.310000	 335.700000
497841.220000	 5420004.170000	 333.340000
497839.570000	 5420026.840000	 336.160000
497841.690000	 5420020.890000	 335.720000
497836.570000	 5420017.640000	 335.690000
497837.940000	 5420017.360000	 335.700000
497841.680000	 5420020.530000	 335.720000
497836.610000	 5420019.150000	 335.910000
497837.940000	 5420017.020000	 335.800000
497837.460000	 5420019.090000	 335.700000
497836.610000	 5420019.460000	 335.670000
497837.430000	 5420017.700000	 335.700000
497837.420000	 5420017.350000	 335.720000
497838.950000	 5420023.410000	 336.000000
497836.620000	 5420019.840000	 335.690000
497840.500000	 5420027.490000	 336.640000
497839.570000	 5420024.860000	 337.050000
497837.990000	 5420019.490000	 335.710000
497841.690000	 5420021.250000	 335.710000
497839.400000	 5420020.270000	 335.710000
497837.420000	 5420017.020000	 335.790000
497837.440000	 5420018.390000	 335.700000
497838.130000	 5420023.290000	 336.670000
497836.560000	 5420017.280000	 335.690000
497836.090000	 5420017.040000	 335.660000
497841.670000	 5420020.190000	 335.700000
497841.700000	 5420021.600000	 335.720000
497838.000000	 5420019.850000	 335.700000
497839.450000	 5420022.100000	 335.910000
497837.450000	 5420018.740000	 335.700000
497836.550000	 5420016.920000	 335.720000
497837.950000	 5420017.720000	 335.720000
497840.840000	 5420021.270000	 335.670000
497838.890000	 5420021.200000	 335.700000
497839.460000	 5420021.830000	 336.340000
497836.590000	 5420018.390000	 335.770000
497838.030000	 5420020.920000	 335.700000
497837.440000	 5420018.040000	 335.700000
497838.890000	 5420021.550000	 335.700000
497837.550000	 5420021.680000	 336.400000
497839.450000	 5420022.410000	 335.720000
497840.840000	 5420019.960000	 336.180000
497838.920000	 5420022.990000	 335.700000
497836.580000	 5420018.000000	 335.690000
497837.460000	 5420019.430000	 335.690000
497841.710000	 5420021.960000	 335.720000
497838.870000	 5420020.480000	 335.700000
497849.310000	 5420012.850000	 342.140000
497844.710000	 5420012.630000	 342.620000
497844.520000	 5420008.690000	 340.480000
497846.540000	 5420015.460000	 341.340000
497846.540000	 5420015.150000	 341.500000
497846.540000	 5420014.540000	 341.820000
497848.740000	 5420008.420000	 341.240000
497844.830000	 5420006.460000	 339.350000
497846.100000	 5420014.860000	 341.740000
497847.970000	 5420013.100000	 342.290000
497846.100000	 5420013.660000	 342.390000
497849.310000	 5420013.440000	 341.790000
497847.730000	 5420007.210000	 340.350000
497848.720000	 5420008.020000	 341.020000
497848.870000	 5420014.040000	 341.590000
497844.730000	 5420013.680000	 342.680000
497844.740000	 5420015.930000	 341.880000
497846.360000	 5420008.890000	 340.940000
497846.100000	 5420015.480000	 341.520000
497849.240000	 5420009.780000	 342.070000
497847.300000	 5420007.780000	 340.560000
497846.540000	 5420013.630000	 342.310000
497844.750000	 5420016.600000	 341.750000
497844.730000	 5420014.600000	 342.180000
497847.790000	 5420008.380000	 340.990000
497845.920000	 5420008.600000	 340.730000
497844.900000	 5420008.000000	 340.210000
497848.880000	 5420012.190000	 342.570000
497846.120000	 5420016.200000	 341.680000
497845.900000	 5420008.240000	 340.540000
497844.570000	 5420009.870000	 341.120000
497846.540000	 5420013.020000	 342.660000
497846.540000	 5420014.240000	 342.000000
497846.530000	 5420014.850000	 341.640000
497849.320000	 5420012.540000	 342.310000
497846.320000	 5420008.110000	 340.520000
497844.450000	 5420007.120000	 339.650000
497846.540000	 5420013.330000	 342.500000
497848.880000	 5420012.500000	 342.420000
497847.250000	 5420006.600000	 339.940000
497847.340000	 5420008.580000	 341.000000
497846.100000	 5420014.270000	 342.080000
497846.110000	 5420013.370000	 342.550000
497848.860000	 5420016.220000	 340.370000
497847.280000	 5420007.390000	 340.370000
497847.750000	 5420007.600000	 340.560000
497847.720000	 5420006.840000	 340.170000
497845.880000	 5420007.840000	 340.310000
497845.840000	 5420007.090000	 339.910000
497847.770000	 5420007.980000	 340.740000
497845.930000	 5420008.990000	 340.930000
497846.540000	 5420015.810000	 341.350000
497846.100000	 5420014.560000	 341.910000
497848.870000	 5420014.350000	 341.420000
497846.300000	 5420007.740000	 340.340000
497844.940000	 5420008.780000	 340.610000
497846.280000	 5420007.340000	 340.120000
497849.310000	 5420014.970000	 341.010000
497846.560000	 5420016.170000	 341.440000
497844.690000	 5420012.230000	 342.410000
497848.870000	 5420013.420000	 341.940000
497844.860000	 5420007.230000	 339.760000
497848.700000	 5420007.620000	 340.790000
497849.320000	 5420012.240000	 342.470000
497845.150000	 5420014.870000	 341.890000
497844.960000	 5420009.160000	 340.800000
497848.860000	 5420015.900000	 340.540000
497846.110000	 5420015.840000	 341.610000
497846.540000	 5420013.930000	 342.130000
497844.460000	 5420007.520000	 339.870000
497844.980000	 5420009.550000	 341.030000
497849.310000	 5420015.270000	 340.840000
497849.310000	 5420014.670000	 341.160000
497846.260000	 5420006.950000	 339.910000
497844.880000	 5420007.620000	 339.970000
497847.960000	 5420015.840000	 340.810000
497846.340000	 5420008.500000	 340.740000
497846.100000	 5420013.960000	 342.240000
497844.500000	 5420008.290000	 340.250000
497845.150000	 5420014.260000	 342.280000
497844.480000	 5420007.910000	 340.060000
497845.150000	 5420013.960000	 342.420000
497845.120000	 5420012.280000	 342.530000
497844.920000	 5420008.390000	 340.410000
497849.310000	 5420013.760000	 341.670000
497845.150000	 5420014.560000	 342.090000
497845.190000	 5420016.600000	 341.960000
497847.320000	 5420008.180000	 340.780000
497844.430000	 5420006.740000	 339.430000
497848.870000	 5420014.660000	 341.260000
497845.190000	 5420016.270000	 342.020000
497846.130000	 5420016.550000	 341.740000
497844.410000	 5420006.340000	 339.220000
497844.730000	 5420013.990000	 342.500000
497848.870000	 5420013.730000	 341.760000
497847.260000	 5420006.990000	 340.130000
497845.860000	 5420007.460000	 340.110000
497848.870000	 5420013.110000	 342.100000
497846.110000	 5420013.070000	 342.710000
497849.310000	 5420014.350000	 341.300000
497848.880000	 5420012.800000	 342.260000
497846.570000	 5420016.540000	 341.500000
497844.850000	 5420006.850000	 339.590000
497844.560000	 5420009.470000	 340.920000
497845.150000	 5420013.650000	 342.580000
497844.730000	 5420014.300000	 342.350000
497849.310000	 5420013.140000	 341.970000
