497845.190000	 5420026.830000	 336.940000
497845.950000	 5420022.140000	 335.710000
497846.090000	 5420025.930000	 336.940000
497844.480000	 5420020.730000	 334.640000
497845.010000	 5420021.230000	 335.950000
497847.230000	 5420019.050000	 334.260000
497849.200000	 5420020.770000	 335.680000
497850.280000	 5420025.280000	 336.980000
497850.270000	 5420024.910000	 336.950000
497844.750000	 5420026.430000	 337.530000
497844.600000	 5420023.530000	 335.860000
497850.110000	 5420019.900000	 335.670000
497847.880000	 5420021.850000	 336.120000
497847.820000	 5420019.670000	 335.960000
497845.170000	 5420025.750000	 336.980000
497846.240000	 5420019.600000	 333.110000
497848.030000	 5420025.350000	 337.440000
497846.430000	 5420022.310000	 335.720000
497848.020000	 5420024.990000	 337.390000
497850.090000	 5420018.810000	 335.680000
497844.660000	 5420023.430000	 337.130000
497845.020000	 5420022.250000	 335.690000
497844.560000	 5420021.350000	 335.880000
497844.900000	 5420020.140000	 334.220000
497846.090000	 5420025.580000	 336.970000
497845.210000	 5420026.560000	 337.420000
497846.420000	 5420021.950000	 335.680000
497846.410000	 5420021.590000	 335.670000
497850.100000	 5420019.540000	 335.670000
497844.660000	 5420024.100000	 336.870000
497849.340000	 5420024.260000	 336.910000
497849.150000	 5420018.650000	 335.700000
497847.170000	 5420019.130000	 333.010000
497849.210000	 5420021.140000	 335.690000
497850.120000	 5420020.270000	 335.710000
497846.390000	 5420020.880000	 335.700000
497848.890000	 5420025.950000	 336.960000
497847.510000	 5420026.200000	 336.940000
497844.470000	 5420020.360000	 334.610000
497845.940000	 5420020.780000	 335.920000
497848.020000	 5420025.980000	 336.940000
497847.800000	 5420019.270000	 335.760000
497846.590000	 5420026.540000	 336.950000
497845.040000	 5420022.980000	 335.770000
497846.110000	 5420026.640000	 336.970000
497844.730000	 5420027.040000	 336.940000
497844.640000	 5420022.680000	 337.060000
497845.060000	 5420023.360000	 335.840000
497850.090000	 5420019.170000	 335.680000
497848.870000	 5420024.170000	 337.180000
497845.930000	 5420021.070000	 335.690000
497850.260000	 5420024.170000	 336.930000
497846.400000	 5420020.580000	 335.950000
497844.650000	 5420023.040000	 337.020000
497846.080000	 5420024.580000	 337.280000
497850.080000	 5420018.460000	 335.690000
497848.720000	 5420018.920000	 336.440000
497848.880000	 5420023.870000	 337.510000
497846.300000	 5420019.540000	 334.470000
497846.090000	 5420024.280000	 337.540000
497847.870000	 5420022.130000	 335.760000
497848.750000	 5420021.670000	 335.740000
497832.180000	 5420008.860000	 334.580000
497843.170000	 5420002.980000	 335.270000
497832.160000	 5420008.460000	 334.350000
497837.560000	 5420005.700000	 333.470000
497840.340000	 5420004.770000	 333.330000
497839.940000	 5420005.920000	 334.140000
497833.780000	 5420013.450000	 336.550000
497835.110000	 5420016.570000	 335.660000
497841.230000	 5420003.590000	 333.660000
497834.610000	 5420015.520000	 335.630000
497842.660000	 5420003.420000	 333.210000
