497142.251000	 5419338.360500	 275.070250	 63.193253	 0.544966	 0.454885	 0.000102
497142.295000	 5419337.781500	 275.413250	 54.962620	 0.540368	 0.459442	 0.000130
497141.211000	 5419336.710500	 276.060250	 58.088983	 0.477482	 0.522308	 0.000137
497141.211000	 5419336.920500	 275.910250	 48.448427	 0.381965	 0.617776	 0.000160
497142.261000	 5419337.710500	 275.460250	 52.138643	 0.444635	 0.555118	 0.000159
497141.201000	 5419337.798500	 275.360250	 44.106466	 0.463008	 0.536795	 0.000128
497142.767000	 5419337.133500	 275.831250	 52.703253	 0.246559	 0.753078	 0.000207
497141.513000	 5419337.690500	 275.449250	 60.776815	 0.316540	 0.683236	 0.000133
497141.021000	 5419337.920500	 275.280250	 56.341531	 0.800423	 0.199358	 0.000183
497142.451000	 5419337.700500	 275.470250	 50.855654	 0.476602	 0.523160	 0.000156
497141.191000	 5419338.700500	 274.810250	 46.843722	 0.392553	 0.607061	 0.000240
497142.222000	 5419336.832500	 276.021250	 59.349490	 0.295090	 0.704531	 0.000222
497142.261000	 5419337.302500	 275.691250	 58.000276	 0.397410	 0.602337	 0.000158
497142.281000	 5419336.660500	 276.140250	 50.632380	 0.432414	 0.567200	 0.000246
497141.021000	 5419338.370500	 275.030250	 56.868383	 0.785996	 0.213696	 0.000254
497141.479000	 5419337.218500	 275.735250	 60.749030	 0.182992	 0.816738	 0.000149
497141.028000	 5419338.349500	 275.021250	 53.916981	 0.785948	 0.213724	 0.000270
497140.956000	 5419337.389500	 275.620250	 119.412658	 0.858613	 0.141246	 0.000124
497141.211000	 5419337.150500	 275.780250	 68.288467	 0.477618	 0.522149	 0.000153
497141.191000	 5419338.468500	 274.950250	 36.240832	 0.343603	 0.656038	 0.000217
497142.441000	 5419338.150500	 275.210250	 50.452897	 0.394021	 0.605773	 0.000128
497142.461000	 5419336.620500	 276.170250	 56.486911	 0.437164	 0.562445	 0.000250
497141.201000	 5419338.241500	 275.090250	 46.691040	 0.383801	 0.615813	 0.000239
497142.730000	 5419336.661500	 276.161250	 50.514277	 0.259089	 0.740528	 0.000220
497140.994000	 5419337.883500	 275.300250	 78.810647	 0.844032	 0.155764	 0.000176
497142.251000	 5419338.798500	 274.790250	 43.302156	 0.561417	 0.438339	 0.000169
497142.839000	 5419338.094500	 275.236250	 50.945717	 0.417667	 0.582070	 0.000166
497142.332000	 5419338.264500	 275.117250	 53.928848	 0.683251	 0.316583	 0.000126
497142.441000	 5419338.809500	 274.770250	 31.284817	 0.498025	 0.501710	 0.000176
497142.251000	 5419338.139500	 275.190250	 55.495555	 0.445112	 0.554694	 0.000125
497142.261000	 5419337.928500	 275.320250	 70.102701	 0.561436	 0.438375	 0.000132
497141.446000	 5419336.764500	 276.018250	 58.798183	 0.113602	 0.886069	 0.000174
497142.271000	 5419336.860500	 275.980250	 60.198204	 0.534988	 0.464686	 0.000222
497142.271000	 5419337.080500	 275.870250	 57.651506	 0.445782	 0.553857	 0.000232
497141.040000	 5419336.860500	 275.940250	 94.396229	 0.800572	 0.199303	 0.000105
497141.031000	 5419337.508500	 275.570250	 82.916527	 0.763556	 0.236312	 0.000107
497141.583000	 5419338.616500	 274.865250	 52.858028	 0.425926	 0.573717	 0.000227
497142.441000	 5419337.920500	 275.330250	 36.007730	 0.473260	 0.526511	 0.000150
497142.271000	 5419337.290500	 275.730250	 48.909417	 0.543669	 0.456060	 0.000186
497141.548000	 5419338.150500	 275.156250	 56.828420	 0.305225	 0.694415	 0.000212
497142.451000	 5419337.480500	 275.610250	 43.481023	 0.449401	 0.550296	 0.000195
497142.451000	 5419337.040500	 275.890250	 44.858412	 0.441357	 0.558306	 0.000216
497142.369000	 5419338.747500	 274.808250	 37.884118	 0.546205	 0.453553	 0.000166
497142.874000	 5419338.559500	 274.957250	 47.864003	 0.403433	 0.596293	 0.000172
497141.201000	 5419338.031500	 275.230250	 39.024075	 0.323924	 0.675778	 0.000177
497142.251000	 5419338.571500	 274.910250	 55.304947	 0.446511	 0.553324	 0.000106
497141.031000	 5419337.080500	 275.830250	 106.622413	 0.740884	 0.258984	 0.000104
497141.011000	 5419338.790500	 274.760250	 53.938022	 0.791039	 0.208615	 0.000286
